country,horizon,mse,rmse,mae,mape,mdape,smape,coverage
Morocco,1077 days 01:33:54.782608688,22.94104868568708,4.692083173630024,3.5073152623722215,1.4053228528073363,0.6012281042215771,0.7924823946890228,0.7619047619047619
Mozambique,1077 days 01:33:54.782608688,211.2003265476338,13.064959595281133,8.61568942764711,2.4583027652663256,0.9464075105286166,0.8249753258888425,0.6832298136645962
Myanmar,1077 days 01:33:54.782608688,42.01078833293415,6.061759312077136,4.98250330983327,0.7176921037792768,0.5100934000192942,0.6843643213820032,0.4824016563146998
Namibia,1077 days 01:33:54.782608688,20.00437835628468,4.183673530066568,3.172339105114898,,0.5656812540669699,0.9316976099797406,0.7184265010351967
Nauru,1077 days 01:33:54.782608688,128.36278141061166,9.201513929550664,5.985562502507663,1.7633007577358908,1.0816959029620004,1.1291461936139002,0.6128364389233955
Nepal,1077 days 01:33:54.782608688,22.746297699210125,4.295701463620214,3.009923355984862,2.6602671692097934,0.4378450834155246,0.5813330693549863,0.7391304347826086
Netherlands,1077 days 01:33:54.782608688,7.444475665711185,2.645638629803987,2.0970294577170585,2.4901499721489935,0.7021908927654175,0.7685977329447624,0.5797101449275363
New Zealand,1077 days 01:33:54.782608688,7.545417317164982,2.6304684347144787,2.10331742433142,,0.6538874570786721,0.8502535169253492,0.6728778467908902
Nicaragua,1077 days 01:33:54.782608688,41.265525651817676,6.273695867012653,4.746272767264199,6.68643983113814,1.0155263006965398,1.0943445110517134,0.5507246376811594
Niger,1077 days 01:33:54.782608688,39.841147334473156,6.036149312282092,4.126588687825722,5.5791646437053135,0.9494633770226854,0.9216290203807221,0.782608695652174
Nigeria,1077 days 01:33:54.782608688,34.4321163475827,5.627965557161585,4.474942439125828,1.898576040620561,0.8174365237470925,0.9766054757680058,0.5734989648033126
North Africa,1077 days 01:33:54.782608688,17.672303361477056,3.9917012819597417,2.8924706449045963,,0.5088714095583089,0.708079726084916,0.6418219461697723
North America,1077 days 01:33:54.782608688,6.479830627813539,2.4826214568326117,1.815905928293733,1.3525185211224913,0.36340054452534826,0.5580485106891817,0.7018633540372671
North Macedonia,1077 days 01:33:54.782608688,19.452623178839808,4.12484925988574,3.241867567224985,1.9441513599316653,0.8896066353514956,1.1424266672315628,0.6149068322981367
Norway,1077 days 01:33:54.782608688,7.052018352738944,2.5354406081791563,1.938020664344283,1.6415436894686342,0.7113709187918281,0.7466480384664252,0.6459627329192547
Oman,1077 days 01:33:54.782608688,55.54295604947106,7.045872899468374,5.350344641304371,1.5526295485754953,1.020593757171047,1.3778221937945296,0.7039337474120082
